-1.000000000000000000e+01,3.316943559659987772e-01
-9.800000000000000711e+00,8.359419188066541384e-02
-9.600000000000001421e+00,4.678959370753067448e-01
-9.400000000000002132e+00,2.487480818061690580e-01
-9.200000000000002842e+00,3.113588547015951891e-01
-9.000000000000003553e+00,1.704664930224897290e-01
-8.800000000000004263e+00,4.022524604878583987e-01
-8.600000000000004974e+00,3.765138984646179132e-01
-8.400000000000005684e+00,3.839450501115402314e-01
-8.200000000000006395e+00,4.184939132605995371e-01
-8.000000000000007105e+00,5.464837294000582935e-01
-7.800000000000007816e+00,2.867016525248442527e-01
-7.600000000000008527e+00,5.081755617185440554e-01
-7.400000000000009237e+00,6.348225419120703261e-01
-7.200000000000009948e+00,6.083181188728350453e-01
-7.000000000000010658e+00,2.635553398223891008e-01
-6.800000000000011369e+00,5.275944064050668292e-01
-6.600000000000012079e+00,8.161292628119793946e-01
-6.400000000000012790e+00,4.213945850888647371e-01
-6.200000000000013500e+00,4.513582041026918401e-01
-6.000000000000014211e+00,7.036038595894757997e-01
-5.800000000000014921e+00,9.065803720376386377e-01
-5.600000000000015632e+00,1.065339850116113762e+00
-5.400000000000016342e+00,1.043689434843532826e+00
-5.200000000000017053e+00,9.997761240450577791e-01
-5.000000000000017764e+00,1.325434346616502612e+00
-4.800000000000018474e+00,1.395031084335030869e+00
-4.600000000000019185e+00,1.293209588671219379e+00
-4.400000000000019895e+00,1.147912484001478273e+00
-4.200000000000020606e+00,1.659259450529029456e+00
-4.000000000000021316e+00,1.802088071818109150e+00
-3.800000000000022027e+00,1.650141145229666373e+00
-3.600000000000022737e+00,1.638100715375458760e+00
-3.400000000000023448e+00,2.082403575463561030e+00
-3.200000000000024158e+00,1.820605052975021065e+00
-3.000000000000024869e+00,2.348047972140181017e+00
-2.800000000000025580e+00,2.474395649850227308e+00
-2.600000000000026290e+00,2.262991331821796237e+00
-2.400000000000027001e+00,2.716451973984995938e+00
-2.200000000000027711e+00,2.466365585816807204e+00
-2.000000000000028422e+00,2.726788251958688569e+00
-1.800000000000029132e+00,2.996039364467412369e+00
-1.600000000000029843e+00,2.661990834099197123e+00
-1.400000000000030553e+00,2.841512599113773074e+00
-1.200000000000031264e+00,2.781952688565578757e+00
-1.000000000000031974e+00,3.107619058129695411e+00
-8.000000000000326850e-01,3.050970386334926232e+00
-6.000000000000333955e-01,3.086903982707719596e+00
-4.000000000000341061e-01,3.075357325512594997e+00
-2.000000000000348166e-01,2.979369958127767948e+00
-3.552713678800500929e-14,3.350381382926024720e+00
1.999999999999637623e-01,3.153312709305807982e+00
3.999999999999630518e-01,3.308549490267073345e+00
5.999999999999623412e-01,3.266173062995072041e+00
7.999999999999616307e-01,2.907266462301221654e+00
9.999999999999609201e-01,3.135409843039922428e+00
1.199999999999960210e+00,3.046501567473031358e+00
1.399999999999959499e+00,3.168301975025963113e+00
1.599999999999958789e+00,2.627704164101961837e+00
1.799999999999958078e+00,2.856096482357816324e+00
1.999999999999957367e+00,2.710073377157089514e+00
2.199999999999956657e+00,2.721228050906786766e+00
2.399999999999955946e+00,2.621994844583055873e+00
2.599999999999955236e+00,2.521259100602910586e+00
2.799999999999954525e+00,2.245296872658467890e+00
2.999999999999953815e+00,2.019512013625949010e+00
3.199999999999953104e+00,1.939852657990187135e+00
3.399999999999952394e+00,1.811348991273800779e+00
3.599999999999951683e+00,1.717354401783334872e+00
3.799999999999950973e+00,1.463068757248291663e+00
3.999999999999950262e+00,1.586659526259396991e+00
4.199999999999949551e+00,1.270254596154320792e+00
4.399999999999948841e+00,1.571806202476584424e+00
4.599999999999948130e+00,1.466195625188782881e+00
4.799999999999947420e+00,1.250293423949401905e+00
4.999999999999946709e+00,1.268853998609152267e+00
5.199999999999945999e+00,1.172400977052729720e+00
5.399999999999945288e+00,8.022314945545446774e-01
5.599999999999944578e+00,8.513707853209303567e-01
5.799999999999943867e+00,8.894195233733435124e-01
5.999999999999943157e+00,6.325545566436601153e-01
6.199999999999942446e+00,8.902740432657785252e-01
6.399999999999941735e+00,7.871864561987872433e-01
6.599999999999941025e+00,4.446916418007230698e-01
6.799999999999940314e+00,5.927407163862233874e-01
6.999999999999939604e+00,7.101744783212848855e-01
7.199999999999938893e+00,4.523589340262063052e-01
7.399999999999938183e+00,5.157446434840772254e-01
7.599999999999937472e+00,3.462866415049832836e-01
7.799999999999936762e+00,5.542401030560978326e-01
7.999999999999936051e+00,3.593557715650456119e-01
8.199999999999935341e+00,1.868801648674973115e-01
8.399999999999934630e+00,2.186646871198124065e-01
8.599999999999933920e+00,5.198415498221071740e-01
8.799999999999933209e+00,3.705018874783694849e-01
8.999999999999932498e+00,1.928638372976561599e-01
9.199999999999931788e+00,4.911766502626737640e-01
9.399999999999931077e+00,9.834771811253364970e-02
9.599999999999930367e+00,1.028866511803504247e-01
9.799999999999929656e+00,3.935626156702549117e-01
